SFH10,SFH11,SFH12,SFH14,SFH16,SFH17,SFH18,SFH19,SFH20,SFH21,SFH22,SFH23,SFH24,SFH25,SFH27,SFH28,SFH29,SFH3,SFH30,SFH31,SFH32,SFH34,SFH35,SFH36,SFH37,SFH38,SFH39,SFH4,SFH40,SFH5,SFH6,SFH7,SFH8,SFH9,eload_34_household
489.7713329739042,156.32288894653357,142.58094442155613,64.87063882615823,133.32783309088785,299.0597774081762,100.29352794223364,148.59208378261982,0.0,295.4831938849556,149.55563875834184,251.55394486321345,0.0,187.9051114400224,92.40972206327652,156.88961084153905,83.66622228622438,139.14111099243175,111.59097216924026,179.3645829518634,156.9506947623359,137.184417131212,0.0,313.69841681586394,249.87277692159017,395.06419478522366,175.16644469367156,285.96422182718914,0.0,208.24236136542396,116.63700000974872,0.0,134.29241661495638,142.48538888295485,0.005497937471453348
475.840582784017,143.43697223663324,148.5835554334854,63.95041661792335,127.50527771843797,273.94219538370754,132.32733323838983,190.4212779574922,0.0,292.36574995252835,174.2284443749321,196.0812220679389,0.0,164.11891665988506,95.7354446093244,161.25091654459632,90.14675007926093,115.0691109339397,84.86138869391536,191.73319430881097,83.08533329433871,130.05355544620093,0.0,164.02483274671735,271.7553894466824,265.2490835825602,135.31536104414195,210.59013888041176,0.0,261.97075017293287,126.88969434102373,0.0,149.5307497872247,173.1224162631566,0.00509318605460061
454.69266721937385,160.3532498465646,153.0353890736898,66.84297229978773,135.82747232649066,297.55855573018414,126.51449957953524,170.31799952189107,0.0,302.0368883344863,197.35658340454103,248.4493050893148,0.0,169.49391687181262,99.06763895882492,122.3375276777479,92.615944427914,206.93727745480004,117.65311123530094,154.59772188398566,74.29333318074544,132.98727747599293,0.0,124.16758291456452,246.5891945732968,259.98138957553425,135.40788906945107,210.85799980163577,0.0,243.06375007629373,68.25650003221301,0.0,123.34447193145776,226.86394373575865,0.005121502053303189
316.41052856445305,161.1918331782026,145.43091672261582,64.01061121622728,108.21947212219226,281.74955613878046,123.3614442189533,144.49741711086648,0.0,294.6037773980038,153.53191680908196,236.42091623942048,0.0,180.24369494120268,91.41577758789067,151.51561120351167,89.84733339945478,112.90588898128924,85.81075006061135,294.5441377003982,107.58205555809867,128.39422232309968,0.0,122.87550014919692,271.1302501678462,214.980806096395,178.44866684807678,246.30536113315188,0.0,233.06066699557812,179.5098611513773,0.0,93.98663888507411,228.97091670566127,0.005040956529606712
351.4079446580675,332.5117781956989,198.9549993515016,74.67130542331273,286.6791664759318,299.82661141289606,131.2713329527115,222.5033889346653,0.0,305.6940555996365,183.33991656833223,202.3522496965196,0.0,187.4755276997884,94.2976945453222,210.2528053071765,66.4194999165005,153.21011138492173,174.1156947665746,212.0007505628795,57.45358333587645,244.43852765825133,0.0,122.78624981774244,257.58111097547726,267.73758341471364,228.57927782270647,296.9857779608831,0.0,235.53583310445157,83.94086099200773,0.0,124.4666112687853,1000.1996418211208,0.006606689891624454
428.5889440324575,565.1726108974882,169.4963334189526,72.89052776760535,328.7183598836252,287.4177779727512,293.47494356367315,203.40416653951,0.0,309.427110036214,299.4375838385679,254.32500004238528,0.0,700.0133629692914,99.5684445699056,430.0638061947296,308.4625288221569,132.58500037723118,200.07819457584003,250.39644419352223,254.5113049189249,104.74936116536442,0.0,149.337833298577,468.6277225494387,270.81722251044374,466.0055002848308,229.75702832539875,0.0,275.04208344353543,856.2442505942444,0.0,275.7426663186815,526.0638610839849,0.00921041997418933
562.2129171583395,228.38744494120297,145.7500833087496,67.33116695615989,458.44941588507686,1066.3546664767798,1130.8783582051594,418.2262769063309,0.0,354.3574727800163,691.5116683536103,231.19544397989884,0.0,745.8057207743324,107.13297213448422,162.23519474665315,201.7221389134725,145.06830563015387,209.5136669158934,141.63716664844088,986.5802222675744,123.34922231038408,0.0,183.47480566236683,638.586834377713,269.76219448513444,180.54538921780068,188.66699981689445,0.0,462.7025817871095,648.2338044908312,0.0,726.6081685807981,294.7750827365452,0.01177105538644791
439.4253328111437,157.82194457583952,693.239362653096,338.35025064680354,147.78527772691524,769.0969723171655,256.63191714816605,246.42649896409785,0.0,223.0775831434465,2375.197249221802,207.7500278472898,0.0,345.6366391923695,93.72177762985235,176.2468889448378,84.14391668107764,103.3106112586127,340.20041673448327,140.38002760145417,240.78124980926495,136.23755597008585,0.0,243.59427769978865,362.6179727342394,311.2364724477129,132.6227221594918,1137.7163629743775,0.0,425.8481387244329,88.6077501402961,0.0,423.5927495956428,485.4404715644,0.011126738418918189
396.1919165717231,150.70905526479044,936.249690183002,182.07572294871036,135.8391113069322,670.0107211642796,711.5607500712085,197.80644450717503,0.0,213.7389161427816,473.5283885955811,240.252138476902,0.0,230.27725012037465,92.54422216415418,126.62097218831404,97.71911115646364,182.90955564710856,152.8340546502005,139.32683304680722,1126.2673334757485,119.6446667353314,0.0,227.54491628011067,596.503499391343,406.0421399434415,141.3991668277315,1475.5192521837023,0.0,205.7809443579778,123.74175000720558,0.0,1078.7952518251195,847.284693400065,0.011678718468634282
478.90319527520063,136.31330555809873,265.334333589342,197.46499937905224,220.18269405364987,307.5013336181641,259.9751945919459,209.82122217814089,0.0,262.6915836758081,548.9328890482581,227.0119723425969,0.0,257.1441663953996,235.29952800538845,117.39266661538018,82.6443333943685,70.34938888019981,163.68291676839192,152.47924989064524,243.59380501641152,136.57975014580606,0.0,1136.9788011762814,457.0809716118705,443.88686167399095,165.87900004916702,2035.2156385633675,0.0,248.1729165818956,121.58297199673132,0.0,2091.875276184081,253.4220289442281,0.011527392995203861
624.8568051656074,151.0262777328489,2389.046444172329,181.66283378601045,1217.7410277260683,319.8306106143528,273.1753888871933,273.8192774878607,0.0,164.59061101277646,336.2928051418728,218.96497251722548,0.0,283.3354167938232,126.6920828501383,189.89772265752177,87.2199723243713,156.04552760654016,91.01861110263404,179.8883056004846,221.91413928137897,118.75477784474668,0.0,263.0558610068427,793.6276390923396,1031.843083741931,134.71686094072123,358.1851664649116,0.0,222.22141681247268,66.96577765146893,0.0,1076.6812493218322,142.288055313958,0.011695358720652265
453.8345564100479,138.92697224087212,1860.562975396051,510.30794665018647,962.47424805959,302.30455483330616,700.9624455346018,220.95147234598775,0.0,203.15419402652344,361.84288830227337,249.7468332502577,0.0,372.35450049506295,94.7126944859822,155.79652792612708,94.13286111619747,131.5908887439305,188.55338861677407,153.17088907029898,70.35047232309977,140.13102787865546,0.0,826.663887786867,586.4149173736564,460.60555394490495,153.2127778795031,564.8758316887755,0.0,230.57783326043048,166.5792499966092,0.0,252.98130509058615,243.21183384789356,0.010850985528575056
481.27713868882927,160.01030534108455,1693.4043098025843,934.0366128709592,717.1226946088983,1542.6246639675549,286.9295557234023,183.8826665242511,0.0,177.83577768537742,847.583805508083,230.48472256130648,0.0,557.7045010884601,87.8851111094157,574.307917785644,530.5460261662801,142.9710275650023,139.98897215525312,162.1049444198612,484.38069347805424,118.68988878462038,0.0,674.6331666734486,1345.5165862189392,302.9976677364772,162.2249726189507,1029.8364439222548,0.0,273.9035833570691,81.36661112043592,0.0,183.36255535549543,1033.9892474280489,0.015141602170266045
1490.4489430745432,162.5194997787475,537.1393332375426,914.8149434831392,150.09402787950305,312.1561667972141,170.99122229682075,258.6603332943389,0.0,195.2171949810451,384.18941709730336,214.4683332231308,0.0,660.2574174669055,90.36850012673266,1012.2037756813886,534.6230559878885,104.2410835689969,674.5976668463808,155.04183317820227,759.4046666887076,142.33374970753965,0.0,416.03844320509216,1289.201992797852,471.2899999406606,135.5993335935804,1121.0192234039305,0.0,251.134250132243,74.70897231631808,0.0,646.8182774013936,732.2556953430183,0.01406183735253016
596.7257785373265,140.01461111704523,164.7089724434746,984.7646661546488,929.874388207328,435.99277737935415,261.59874975416426,232.217611228095,0.0,175.48980558183487,368.75088924831806,251.0958330366349,0.0,590.0263062371147,177.4726669523451,600.1405529657997,262.4454440434772,189.3454722722372,139.43430563608803,232.280166922675,761.1045837402337,118.46888904571522,0.0,529.1385279761419,508.3763064066569,307.0624434577091,154.07369433508964,229.90619472927492,0.0,261.08322194417315,171.65536080466362,0.0,1261.4304470062252,490.8198602040604,0.011525498527367905
565.6868340386293,350.09533341725705,151.0473331981236,328.0895555708141,382.7611963695947,834.7379681905114,311.87516661749925,236.51483332316093,0.0,551.4145830790203,248.6377219306096,231.2481940375432,0.0,618.8351655748155,140.51672238243924,258.5283611297606,101.25774976942276,116.8068055682713,222.64891679551857,265.6134443918864,1351.9524166531032,141.1321945190429,0.0,1210.3807495117203,605.6247774759928,533.3875274658204,230.84563903808623,218.389666281806,0.0,230.2264721340604,69.74099994235563,0.0,795.6542772505039,490.6120812522042,0.011794262686909574
709.0467770046655,750.9751391092948,238.05508371988952,310.94188851250544,1642.440915595158,410.2027778625492,190.4739446428086,160.89694451226117,0.0,466.8329167683914,290.4104169633656,225.81927761501737,0.0,688.6158326890736,299.64994506835967,214.9863892449272,145.87688888973668,158.6371109856498,538.512695058187,375.6203057183161,1512.6656373765736,103.949389076233,0.0,841.766608852809,433.07849968804254,1115.0790561252184,326.8040838877361,252.19147169325075,0.0,354.37624927096914,461.28133335113534,0.0,275.0725557115342,292.2131390465629,0.013786473274040222
1191.2978043450237,1724.4609739515497,697.8045259263777,283.2693890041774,1142.7629757351324,415.051611667209,350.1740559471985,431.20930582682325,0.0,585.5623878479003,332.57430602179613,249.7755553775365,0.0,715.7571928236224,165.52244468265104,632.4099995295211,179.36661090850814,141.47083310021273,277.9008055369061,286.3980549706353,654.1949447631835,131.1263888253109,0.0,366.635361904568,552.428777652316,646.1513604058163,287.2839721255834,642.8987784491642,0.0,426.5347215440538,850.7983059353301,0.0,302.8783886379667,385.100194846259,0.015048800028292335
620.0621386210123,403.7002763536241,233.85897271898057,643.0696121215824,522.5075000762947,545.9669178432888,370.9037500169543,364.7157508850099,0.0,566.4742219712992,616.4674173990888,212.193638441298,0.0,851.506719801161,228.109251149495,715.6736932542589,152.52702794604815,154.11869432661302,726.0433604770244,257.8853052775063,557.2941960652669,299.6693617290914,0.0,369.1164454142253,403.47986060248473,1188.3330807156035,251.5612223307292,604.3907220628527,0.0,435.6334984673394,676.1262495252823,0.0,1215.3913887871638,420.10708194308825,0.014606887356323671
722.3163611518017,532.6614716423882,310.2829443189834,790.3748335096573,803.214360978867,655.3164438883464,1134.75141482883,373.5268335554335,0.0,426.298889075385,698.8238318549261,226.706500328912,0.0,828.2257490370006,123.18619427151172,566.9743064032658,261.8446670744153,118.2655000686644,463.8141394721138,261.2023888481986,609.776221550835,278.1222786797419,0.0,358.5735557556154,478.7449156019421,639.7613043891059,252.4894720289443,399.904193962945,0.0,512.6233609517416,653.8612779405382,0.0,1311.803445095485,527.3284163581002,0.015320775272623698
487.6563613043893,289.5100831561622,232.68983306884772,752.7568352593318,778.3785306718621,650.6462788899742,838.7671681722012,182.62055575052912,0.0,454.7407496982152,433.1671941121421,256.7216389126244,0.0,654.2723612467448,113.0055831803216,547.1433314853246,248.9674728605484,215.2760276794432,372.97425028483065,199.00191648271328,287.4297493828665,300.71724934048103,0.0,355.98830566406264,309.6023887634276,689.5796101888019,290.2799449920653,376.5282502916123,0.0,480.16438861423086,501.81805597941104,0.0,344.28591757880304,426.3979723612469,0.012071088005373216
597.9794029235836,165.74544429779056,216.50774989657896,396.5710277133518,358.8055832756897,586.9363615247937,336.71805551317,162.72858361138265,0.0,330.77213829888245,404.4042505052356,209.10411122639985,0.0,445.84536098904096,98.70052767859548,185.20299983554403,124.29994441138362,127.43780551486547,203.46288869645883,182.49319428337944,253.92958369784893,296.71822170681435,0.0,354.75186030069995,303.0979721493194,583.8821386549209,240.70991723802348,366.2497218661841,0.0,373.8040011511909,361.4729168785941,0.0,308.88080529106975,324.7041942172579,0.008901916763348052
596.4281654357911,153.31872249179426,197.0589166429308,223.23041601181023,170.50991672939713,307.0405000050863,133.4520277659098,218.56991708543575,0.0,204.6834167056616,271.2614720238579,186.3667220645478,0.0,268.9321108500163,97.73855560090784,179.1442780388727,101.20711117850414,155.04863859812409,84.74755535125728,168.14444446563738,196.3062223646374,150.25913867950445,0.0,312.28652699788387,258.1725001017251,587.4632492065432,238.47475030687087,246.3801943884956,0.0,236.28186132642935,272.8397776709664,0.0,265.3103879716663,246.03280504014757,0.0067266903011004115
636.7636940850152,166.6181666904024,153.52397225697862,77.71430571873987,154.1724173651803,271.8378060658774,120.55794423421216,144.0591385311549,0.0,228.4084171295165,165.7834718492294,202.99455553690584,0.0,175.75594414605055,92.06258328755705,103.95955563651196,86.72130549748739,135.51669453514916,120.9256943384806,189.0511389626397,186.1920277489556,127.9873333825003,0.0,291.90138897366006,292.33855603535983,374.50302793714735,197.1918057335747,217.23322215610116,0.0,252.33997209337025,71.57686112721761,0.0,136.1934722900391,267.43683403862855,0.005641321307383643
